1.0364002066,0.2722014396,8.6533333333
1.9959587065,4.5993066749,8.8033333333
1.6565781745,3.8815763853,9.46
1.7544413964,3.9761758821,9.43
1.5519100963,5.6311291748,9.6866666667
1.4871629693,3.7534654968,10.5566666667
0.7124921137,3.4632250972,11.39
0.4908414905,3.4334974766,9.2666666667
0.7692881084,3.6552956432,8.4766666667
0.6727672104,3.6221949316,7.9233333333
1.2816340704,2.4790906749,7.9
0.4522509948,4.057203986,8.1033333333
0.4294151321,2.0741239092,7.8266666667
0.182939175,-1.9518184503,6.92
0.7163401247,2.438288562,6.2066666667
0.223945867,2.7857796173,6.2666666667
0.3467365352,4.7990977587,6.22
0.828038694,4.5064218115,6.65
0.6351408017,4.2229131224,6.8433333333
1.3909476833,3.7166353336,6.9166666667
0.2884725042,3.1092714496,6.6633333333
1.0835035023,4.5623534242,7.1566666667
0.3312648722,4.8471778151,7.9833333333
1.0927142207,4.3460519476,8.47
0.723740536,4.5185767735,9.4433333333
0.5653191058,6.4140523652,9.7266666667
0.5160690282,3.1153642104,9.0833333333
-0.0109704129,4.0458157,8.6133333333
0.289000397,6.8270004322,8.25
0.1757579003,3.9378556376,8.2433333333
-0.2060085904,6.850007657,8.16
-1.1269935635,6.7346734737,7.7433333333
-0.6836239284,2.9791597495,6.4266666667
0.5714497455,2.3674545066,5.8633333333
0.2349162263,3.0373691566,5.6433333333
0.159040822,3.3050005763,4.8166666667
0.953328045,2.7014092063,4.0233333333
0.8719637371,3.0651490982,3.77
0.698867851,3.0418397541,3.2566666667
0.691147464,3.4885312455,3.0366666667
-0.0666699326,2.8995801003,3.04
0.3616762324,2.8787123668,3
0.2233177997,1.8462991469,3.06
1.0430299505,3.3020137066,2.99
0.7385837889,2.0045600039,3.2133333333
1.1349998306,2.26578152,3.94
0.3196609584,3.6883202964,4.4866666667
0.8500183084,2.3214350872,5.1666666667
0.198948652,2.9271668493,5.81
0.1399665018,3.2567018936,6.02
0.5948703034,2.0111529962,5.7966666667
0.4338178778,2.1746275155,5.72
0.4412274793,3.5409925727,5.3633333333
1.4792991861,3.4246784539,5.2433333333
0.6364049532,2.2951927812,5.3066666667
0.7489328101,3.4603021996,5.28
0.2945992235,2.4295812469,5.2766666667
1.2803179445,0.9177186213,5.5233333333
1.0036674949,1.9950166044,5.5333333333
0.4937119796,2.1500982098,5.5066666667
0.7594105876,0.8238931852,5.52
0.7159788888,1.3147094826,5.5
1.0181948362,2.0456217234,5.5333333333
1.329355843,1.8727769579,4.86
0.418388119,1.4595596977,4.7333333333
0.5530876813,2.9835840375,4.7466666667
0.9560659263,2.9614942682,5.0933333333
1.4249515993,2.9397291917,5.3066666667
-1.1026276079,3.9385903088,5.6766666667
1.5615953866,3.1231858844,6.2733333333
-0.1981059262,3.638852154,6.52
0.2658766308,2.8415210212,6.4733333333
-0.5376135264,3.8081018771,5.5933333333
0.2326890345,2.7948371656,4.3266666667
-0.6357097253,1.1275023908,3.4966666667
-0.0426472893,-0.3003566877,2.1333333333
0.6613260667,1.2749612369,1.7333333333
0.3014413537,3.1325910619,1.75
0.1804112631,2.148750189,1.74
-0.245859879,2.357715428,1.4433333333
